Topic,Username,Text,Sentiment,CleanText1,Prediction,CleanText2,CleanText3
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-4,Newtype_com,"Financial institutions can CSI and dig so much for anti money laundering measures

But anyhow just approve some rubbish certifications for PMET roles

Should fine them heavily",,financial institutions can csi and dig so much for anti money laundering measures  but anyhow just approve some rubbish certifications for pmet roles  should fine them heavily,Negative,financial institutions csi dig much anti money laundering measures anyhow approve rubbish certifications pmet roles fine heavily,financial institutions csi dig much anti money laundering measures anyhow approve rubbish certifications pmet roles fine heavily
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-4,106gunner,"Yes but they have to publish thesis and did some project

Though not sure the thesis is did by both prof and student or is copy from else where ",,yes but they have to publish thesis and did some project  though not sure the thesis is did by both prof and student or is copy from else where ,Negative,yes publish thesis project though sure thesis prof student copy else,yes publish thesis project though sure thesis prof student copy else
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-5,dannytan87,"does not matter....... in SG think at least 90% of the papers from post grad and prof dun matter, do for the sake of doing nia....
create hypo, collect data, make some conclusion, dun mean anything......",,does not matter in sg think at least  of the papers from post grad and prof dun matter do for the sake of doing nia create hypo collect data make some conclusion dun mean anything,Negative,matter sg think least papers post grad prof dun matter sake nia create hypo collect data make conclusion dun mean anything,matter sg think least papers post grad prof dun matter sake nia create hypo collect data make conclusion dun mean anything
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-5,STADIS450,"Entire CECA villages are frantically tagging their airlines and ministers on Twitter for a travel bubble with SG and flight schedules...
They even now claim that they are STRANDED in India...

As if SG owes them a living...",,entire ceca villages are frantically tagging their airlines and ministers on twitter for a travel bubble with sg and flight schedules they even now claim that they are stranded in india  as if sg owes them a living,Negative,entire ceca villages frantically tagging airlines ministers twitter travel bubble sg flight schedules even claim stranded india sg owes living,entire  villages frantically tagging airlines ministers twitter travel bubble sg flight schedules even claim stranded india sg owes living
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-5,5408854088,incredible india ,,incredible india ,Negative,incredible india,incredible india
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-5,ramlee,Thesis can outsource. Market rate isn 10 cent per word ,,thesis can outsource market rate isn  cent per word ,Negative,thesis outsource market rate cent per word,thesis outsource market rate cent per word
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-5,miko66,"Fake news lah
Locals made up 90% fts only 10%
This is what I always read in the news",,fake news lah locals made up  fts only  this is what i always read in the news,Neutral,fake news lah locals made fts always read news,fake news lah locals made fts always read news
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-5,desmodeus,because the relevant agency and people approving their entry are rubbish,,because the relevant agency and people approving their entry are rubbish,Negative,relevant agency people approving entry rubbish,relevant agency people approving entry rubbish
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-5,dannytan87,"and also, some **** fake their data collection, iirc got some bio paper, copy the dataset and the graphs distribution was identical to other papers......
something like colon cancer paper publish by some AMDK, the distribution for the dataset collected, **** copy paste the dataset directly for some other cancer........ and tada!
then i think thesis can also outsource to let other ppl do for them...........",,and also some  fake their data collection iirc got some bio paper copy the dataset and the graphs distribution was identical to other papers something like colon cancer paper publish by some amdk the distribution for the dataset collected  copy paste the dataset directly for some other cancer and tada then i think thesis can also outsource to let other ppl do for them,Negative,also fake data collection iirc got bio paper copy dataset graphs distribution identical papers something like colon cancer paper publish amdk distribution dataset collected copy paste dataset directly cancer tada think thesis also outsource let ppl,also fake data collection iirc got bio paper copy dataset graphs distribution identical papers something like colon cancer paper publish amdk distribution dataset collected copy paste dataset directly cancer tada think thesis also outsource let ppl
are-singaporean-workers-really-losing-jobs-to-indian-expats-due-to-ceca-free-trade-deal.6373935/page-5,Level42,"I imagine they could make SG the stepping stone because of the foundation laid by our own people before the floodgate was opened. I know many citizens migrated to US for various reasons and are producing quality work there. I sometimes wonder if these fake talents who successfully made SG their stepping stone to go to US, UK, Canada, and Australia, would one day tarnish the image of Singapore and Singaporeans.",,i imagine they could make sg the stepping stone because of the foundation laid by our own people before the floodgate was opened i know many citizens migrated to us for various reasons and are producing quality work there i sometimes wonder if these fake talents who successfully made sg their stepping stone to go to us uk canada and australia would one day tarnish the image of singapore and singaporeans,Negative,imagine could make sg stepping stone foundation laid people floodgate opened know many citizens migrated us various reasons producing quality work sometimes wonder fake talents successfully made sg stepping stone go us uk canada australia would one day tarnish image singapore singaporeans,imagine could make sg stepping stone foundation laid people floodgate opened know many citizens migrated us various reasons producing quality work sometimes wonder fake talents successfully made sg stepping stone go us uk canada australia would one day tarnish image singapore singaporeans
